"Prc","Bed","floor","TotFloor","Bath","Sqft","City","Comp","Dist"
1260,4,1,3,1,664,"Riverport","Leaseflow",14.1
499,2,3,5,1,1771,"Terranova","Rentopia",6.4
1670,3,2,9,2,1061,"Terranova","Rentopia",3.6
2090,1,1,5,1,1123,"Blossomville","Leaseflow",3.4
2430,1,2,5,1,1175,"Riverport","Leaseflow",6.8
2280,4,8,8,1,1310,"Terranova","Rentopia",1.6
2610,3,3,4,1,928,"Riverport","Rentopia",1.8
2820,4,2,2,1,771,"Riverport","Rentopia",4.6
2310,2,1,2,1,1540,"Riverport","Rentopia",4.1
3320,2,3,3,4,1749,"Terranova","Leaseflow",1.5
1680,1,1,1,1,1867,"Blossomville","Rentopia",3.2
2730,4,2,3,2,1666,"Riverport","Leaseflow",4.2
3050,2,4,10,1,1572,"Riverport","Rentopia",3.5
1960,1,3,5,1,1208,"Blossomville","Leaseflow",5
2530,1,1,3,2,1553,"Terranova","Rentopia",2.8
2170,2,1,4,1,728,"Blossomville","Rentopia",3
1840,4,2,3,3,634,"Riverport","Leaseflow",2.3
2540,4,2,4,4,1982,"Blossomville","Rentopia",5
3220,1,1,2,1,663,"Riverport","Rentopia",2.1
1750,1,2,5,1,1789,"Terranova","Rentopia",1.3
2730,3,1,3,1,651,"Riverport","Leaseflow",1.4
977,2,2,4,1,689,"Riverport","Rentopia",9.3
2250,1,9,9,2,562,"Terranova","Leaseflow",7.1
869,3,7,8,1,1079,"Terranova","Rentopia",2.6
4650,1,3,6,4,728,"Terranova","Leaseflow",2.9
2660,3,2,3,4,1240,"Blossomville","Rentopia",3.5
2560,1,1,1,2,743,"Terranova","Rentopia",5.3
2810,4,3,8,3,2648,"Riverport","Rentopia",3.5
1710,4,2,3,1,1643,"Riverport","Rentopia",1.7
3810,1,1,1,3,1628,"Riverport","Leaseflow",4
1310,3,1,3,1,1492,"Terranova","Leaseflow",4.7
1350,3,2,2,1,620,"Terranova","Leaseflow",3.1
1790,2,1,1,1,780,"Blossomville","Rentopia",5.5
2280,4,1,4,1,2445,"Terranova","Rentopia",4.2
1070,2,1,2,1,854,"Blossomville","Rentopia",8.3
2840,1,1,1,3,1441,"Blossomville","Rentopia",2.6
3250,2,5,5,1,1452,"Riverport","Leaseflow",1.5
2690,3,2,4,2,1379,"Riverport","Leaseflow",0.8
3370,1,1,2,1,2210,"Riverport","Rentopia",1.2
1160,3,1,1,1,666,"Blossomville","Rentopia",3.1
1710,2,3,4,2,1129,"Blossomville","Rentopia",3.8
545,4,7,8,4,633,"Terranova","Rentopia",9.9
2970,4,2,5,3,1798,"Blossomville","Rentopia",1
2240,4,3,4,1,1735,"Blossomville","Rentopia",0.5
3480,1,1,2,1,631,"Riverport","Leaseflow",1.9
1900,1,1,2,1,768,"Riverport","Rentopia",3
4590,1,2,2,2,2007,"Blossomville","Rentopia",3.4
3770,1,1,4,1,2805,"Terranova","Rentopia",1.5
2400,1,4,8,1,2342,"Blossomville","Rentopia",1.6
2710,4,2,4,1,2668,"Terranova","Leaseflow",3.1
1150,4,1,4,1,729,"Blossomville","Rentopia",4.1
1810,3,3,4,1,1664,"Blossomville","Rentopia",2.4
1210,3,2,3,1,938,"Blossomville","Rentopia",2.2
1980,1,1,9,2,1015,"Blossomville","Rentopia",8.1
4120,1,4,4,1,1639,"Riverport","Rentopia",1.6
-218,4,1,1,1,637,"Blossomville","Rentopia",9.5
1580,4,2,4,1,663,"Blossomville","Leaseflow",3.5
2580,1,1,2,1,2486,"Terranova","Rentopia",4.5
2380,1,1,6,1,599,"Terranova","Leaseflow",1.4
4700,1,3,6,3,1795,"Blossomville","Rentopia",3.6
3700,1,2,4,4,1507,"Riverport","Rentopia",5
2270,4,2,2,1,1231,"Riverport","Leaseflow",0.2
3570,1,1,4,1,2270,"Riverport","Leaseflow",4.5
1560,3,2,4,1,2059,"Blossomville","Leaseflow",6.1
1680,3,2,2,2,617,"Riverport","Leaseflow",11.1
1680,1,3,4,1,594,"Terranova","Rentopia",3.2
896,1,2,4,1,1118,"Terranova","Rentopia",5.9
1990,2,1,2,1,645,"Blossomville","Rentopia",5.1
2270,3,10,10,1,1489,"Blossomville","Rentopia",2.1
2300,3,5,5,2,1219,"Blossomville","Rentopia",4
792,2,2,3,1,1214,"Riverport","Rentopia",8.4
1620,3,2,2,1,1086,"Riverport","Leaseflow",7.7
2830,2,2,2,1,861,"Riverport","Rentopia",2.1
3430,2,6,6,3,1319,"Riverport","Leaseflow",0.8
2770,4,1,2,1,1236,"Riverport","Leaseflow",2.1
2340,2,1,7,4,1721,"Blossomville","Rentopia",11.8
1600,4,1,4,3,1587,"Blossomville","Rentopia",6
2850,1,1,4,1,1947,"Blossomville","Rentopia",0.7
1600,4,5,5,1,1905,"Riverport","Rentopia",2
2420,4,3,4,1,1554,"Riverport","Rentopia",3.3
3070,1,6,6,2,1930,"Blossomville","Rentopia",6.7
3490,1,2,4,1,2157,"Riverport","Leaseflow",0.5
689,2,1,2,1,1451,"Terranova","Rentopia",4.4
1700,2,1,2,2,1192,"Blossomville","Rentopia",3.6
2530,2,3,4,1,734,"Terranova","Rentopia",0.8
1720,3,4,6,1,1259,"Blossomville","Rentopia",4.9
1510,1,2,3,1,625,"Riverport","Rentopia",9.8
3750,3,1,3,1,1504,"Riverport","Rentopia",1.8
2320,4,3,3,4,720,"Riverport","Rentopia",4.4
1490,2,9,9,1,1120,"Terranova","Rentopia",0.7
1730,2,1,2,1,2403,"Blossomville","Rentopia",3.2
3120,2,4,4,1,653,"Blossomville","Rentopia",2.6
1840,4,1,2,1,1784,"Riverport","Rentopia",5
1550,1,1,1,1,636,"Terranova","Rentopia",4.4
3480,1,2,3,2,648,"Riverport","Rentopia",5.1
2910,1,1,3,1,2032,"Blossomville","Leaseflow",2.3
1060,3,1,2,1,638,"Blossomville","Rentopia",2.9
1630,4,1,2,2,649,"Terranova","Rentopia",1.5
2260,4,2,4,1,1212,"Blossomville","Rentopia",1.9
2010,2,1,2,2,1127,"Terranova","Leaseflow",6.6
1530,1,1,4,2,1462,"Riverport","Rentopia",11.3
1930,4,2,3,1,1496,"Riverport","Rentopia",2.8
3140,1,1,2,1,926,"Terranova","Rentopia",3.6
1890,3,2,2,1,905,"Riverport","Rentopia",5.6
2160,1,2,3,1,1400,"Blossomville","Rentopia",2.1
1340,1,2,3,1,1056,"Blossomville","Leaseflow",6
3440,1,2,4,1,1528,"Riverport","Rentopia",1.2
1540,1,1,8,1,1442,"Blossomville","Rentopia",5.9
2980,1,1,1,1,1144,"Riverport","Leaseflow",5.9
915,1,1,1,1,1098,"Terranova","Rentopia",13.8
1890,3,4,5,3,1716,"Riverport","Leaseflow",1.3
2390,1,2,3,1,1009,"Blossomville","Leaseflow",3.7
1480,1,2,4,1,1820,"Blossomville","Rentopia",13.1
1940,4,1,6,1,646,"Riverport","Rentopia",2.8
2200,3,4,5,2,1252,"Riverport","Leaseflow",4
2870,4,1,2,1,1392,"Terranova","Rentopia",2
3200,2,4,4,4,1377,"Blossomville","Rentopia",3.4
1340,1,1,4,1,870,"Riverport","Leaseflow",4.9
659,3,1,5,1,1322,"Terranova","Leaseflow",1.8
2950,2,4,5,3,1384,"Blossomville","Rentopia",1.7
1940,4,3,4,2,906,"Riverport","Rentopia",0.5
1240,4,3,6,1,1540,"Blossomville","Leaseflow",6.1
2620,3,4,4,1,2325,"Terranova","Rentopia",9.4
1870,3,1,1,1,738,"Blossomville","Rentopia",3
1290,3,1,1,1,1701,"Terranova","Leaseflow",4.6
1230,3,1,1,1,1188,"Riverport","Rentopia",4.7
2380,1,1,1,3,1314,"Blossomville","Rentopia",6.6
1830,1,2,3,2,658,"Riverport","Leaseflow",11
1370,4,6,8,3,1596,"Terranova","Leaseflow",14.5
1240,4,1,1,1,515,"Riverport","Rentopia",3
1950,4,2,6,1,2476,"Blossomville","Rentopia",3.1
738,3,2,4,1,782,"Terranova","Leaseflow",8.9
1510,2,3,6,1,1391,"Blossomville","Leaseflow",4
2310,3,2,4,1,647,"Riverport","Rentopia",1.1
1590,4,2,2,1,645,"Terranova","Rentopia",2
1970,1,1,3,1,1064,"Riverport","Rentopia",7.5
2160,4,5,5,3,538,"Terranova","Rentopia",0.3
1130,4,1,2,2,615,"Riverport","Rentopia",4.5
486,4,2,8,1,1799,"Blossomville","Leaseflow",9.3
2240,1,3,3,1,1043,"Terranova","Rentopia",0.5
1020,3,4,5,1,2420,"Blossomville","Rentopia",4.8
3690,1,1,2,1,1246,"Riverport","Rentopia",1.1
2140,2,1,5,1,1355,"Riverport","Leaseflow",2.4
1900,3,1,2,1,2367,"Terranova","Rentopia",7.1
2970,4,2,3,1,2072,"Riverport","Leaseflow",0.9
4490,1,2,3,4,996,"Riverport","Leaseflow",8.9
3380,1,1,1,2,2163,"Riverport","Rentopia",5.9
2220,3,3,7,1,937,"Riverport","Rentopia",1.8
1160,3,1,4,1,1114,"Blossomville","Rentopia",2.2
2710,1,2,4,1,1015,"Riverport","Rentopia",5.8
1840,1,4,7,1,1177,"Blossomville","Rentopia",2.5
1660,4,1,2,1,1007,"Riverport","Rentopia",5.8
2080,1,7,8,2,651,"Terranova","Rentopia",1.1
1050,1,1,4,1,612,"Terranova","Rentopia",2.7
903,3,2,7,1,1598,"Terranova","Rentopia",1.9
1800,4,1,2,1,1517,"Terranova","Rentopia",6.4
2800,4,4,5,1,621,"Riverport","Rentopia",2.8
2030,2,2,4,1,1026,"Blossomville","Rentopia",0.8
1740,3,4,4,1,1175,"Blossomville","Leaseflow",6.1
2390,1,2,4,1,996,"Blossomville","Leaseflow",3.8
2040,3,2,2,1,2008,"Blossomville","Leaseflow",8.7
2790,4,4,6,2,1394,"Blossomville","Rentopia",2.6
1880,4,6,9,2,656,"Riverport","Rentopia",1.9
2210,3,1,2,1,2465,"Blossomville","Leaseflow",1.7
2140,2,4,4,1,1664,"Terranova","Rentopia",3.8
2170,4,7,10,3,1997,"Blossomville","Leaseflow",6
1240,1,5,8,1,1262,"Blossomville","Rentopia",9.6
633,3,3,5,1,1030,"Terranova","Leaseflow",3.5
3840,1,5,5,2,769,"Terranova","Rentopia",2.8
3000,1,2,7,1,2370,"Riverport","Rentopia",3.4
2760,3,3,4,2,1584,"Riverport","Rentopia",3.1
1790,3,1,4,1,1590,"Terranova","Leaseflow",3.4
2550,1,3,8,1,907,"Riverport","Rentopia",3
3270,1,1,2,1,1115,"Riverport","Rentopia",3.7
1530,1,4,8,1,1838,"Terranova","Rentopia",3.6
2290,2,1,1,1,913,"Terranova","Leaseflow",5.3
2580,1,2,4,2,1566,"Terranova","Leaseflow",2.4
2760,1,4,5,1,2478,"Blossomville","Leaseflow",4.2
4270,2,1,10,4,1799,"Terranova","Leaseflow",1.9
2930,1,1,3,1,1246,"Riverport","Rentopia",4.2
1120,2,1,2,1,1280,"Blossomville","Leaseflow",5
4780,1,2,3,4,557,"Riverport","Rentopia",3.4
2560,1,8,10,1,2196,"Terranova","Rentopia",1
1200,1,1,2,1,1315,"Terranova","Leaseflow",2
2740,1,4,6,1,625,"Riverport","Leaseflow",1.1
3280,1,1,4,3,582,"Riverport","Rentopia",5.9
2210,1,5,5,2,2022,"Blossomville","Rentopia",12.1
4380,3,7,7,4,2064,"Riverport","Leaseflow",0.4
2090,3,1,1,2,2271,"Riverport","Leaseflow",1.7
1180,4,1,2,1,986,"Riverport","Rentopia",4.3
1550,1,1,2,1,924,"Blossomville","Leaseflow",4
3020,1,4,9,3,605,"Terranova","Rentopia",4.1
2100,1,1,5,1,647,"Terranova","Rentopia",0.9
2690,1,1,6,3,1523,"Terranova","Rentopia",2.3
1690,3,1,2,2,1228,"Terranova","Leaseflow",3.1
2580,1,1,2,2,1849,"Terranova","Leaseflow",9.7
4160,1,1,1,3,1796,"Blossomville","Rentopia",0.8
2030,4,2,4,2,2256,"Blossomville","Leaseflow",1.8
2850,3,2,3,4,1517,"Riverport","Rentopia",1.1
3180,1,1,3,3,630,"Terranova","Rentopia",4.4
5260,1,4,4,4,2142,"Terranova","Leaseflow",1
1980,1,2,4,1,1517,"Blossomville","Rentopia",5.4
2520,1,3,3,1,858,"Blossomville","Leaseflow",2.9
2840,2,1,2,1,1883,"Terranova","Rentopia",4.6
2310,1,3,5,1,1496,"Blossomville","Rentopia",3.8
1890,3,3,4,1,1886,"Blossomville","Leaseflow",6
1210,4,1,1,2,678,"Riverport","Rentopia",4.1
2290,2,1,2,1,1772,"Riverport","Rentopia",2
2000,3,1,2,2,849,"Blossomville","Leaseflow",5.4
1370,2,2,3,1,1733,"Terranova","Leaseflow",4
2520,3,1,2,1,2143,"Riverport","Rentopia",2.4
3060,2,2,4,1,1878,"Terranova","Rentopia",1.9
4260,1,1,1,3,1103,"Riverport","Rentopia",2
2120,4,3,4,1,1127,"Terranova","Rentopia",0.8
2170,1,2,4,1,687,"Blossomville","Rentopia",1
3300,1,6,6,1,658,"Blossomville","Leaseflow",3.1
2320,3,2,5,1,1599,"Blossomville","Rentopia",0.2
1210,1,3,4,1,659,"Terranova","Rentopia",1.8
2770,1,2,3,2,1329,"Blossomville","Rentopia",3.3
2140,2,1,1,2,1761,"Blossomville","Rentopia",1.7
1860,2,2,5,1,1239,"Blossomville","Rentopia",1.9
1200,1,3,4,1,665,"Blossomville","Rentopia",6.1
2040,3,1,2,2,641,"Riverport","Rentopia",6.1
1450,4,2,3,1,666,"Terranova","Rentopia",4
1600,4,1,1,3,2273,"Blossomville","Rentopia",1
2870,2,8,8,1,650,"Riverport","Rentopia",0.8
1730,1,4,4,1,688,"Terranova","Rentopia",1.5
3140,3,1,2,4,643,"Terranova","Rentopia",2.2
1860,3,2,2,1,1310,"Blossomville","Leaseflow",4.1
2410,3,1,4,4,1004,"Riverport","Leaseflow",2.2
2400,1,4,4,1,1292,"Blossomville","Leaseflow",2.8
2330,4,1,1,1,1329,"Blossomville","Rentopia",2
2070,2,2,3,3,1086,"Blossomville","Rentopia",4
2290,2,1,2,3,1344,"Terranova","Leaseflow",4.1
3960,3,3,4,1,1061,"Riverport","Rentopia",0.6
2170,3,1,1,1,1048,"Blossomville","Leaseflow",0.3
2890,1,4,4,1,513,"Terranova","Leaseflow",1.9
890,3,1,3,1,1127,"Riverport","Rentopia",10.1
4130,1,2,3,4,651,"Blossomville","Leaseflow",0.9
1920,4,6,6,1,662,"Terranova","Rentopia",5.8
3080,1,2,7,1,2072,"Blossomville","Leaseflow",2.4
4820,1,1,3,3,2436,"Terranova","Rentopia",2.2
1300,2,1,2,2,838,"Terranova","Leaseflow",3.7
2050,1,2,6,1,1742,"Terranova","Rentopia",4.6
1750,1,1,2,1,1121,"Blossomville","Leaseflow",4.4
1670,1,1,3,1,1768,"Terranova","Rentopia",3.4
1800,3,1,2,2,878,"Riverport","Rentopia",6.1
1060,3,1,1,1,645,"Terranova","Rentopia",0.5
2930,1,1,2,2,1686,"Blossomville","Rentopia",3.4
1660,3,4,5,1,1752,"Blossomville","Leaseflow",1.7
2370,3,4,4,1,656,"Riverport","Rentopia",8.8
1540,2,1,1,2,661,"Riverport","Rentopia",4.4
2080,4,2,6,1,1333,"Riverport","Rentopia",3.9
1290,4,1,2,1,1125,"Terranova","Rentopia",6
2110,2,2,2,2,501,"Riverport","Leaseflow",0.7
2870,4,2,5,4,1613,"Riverport","Rentopia",5.9
3180,1,5,5,1,1624,"Riverport","Leaseflow",2.6
4990,1,1,5,4,1613,"Riverport","Rentopia",1.3
2290,1,2,3,1,529,"Riverport","Rentopia",4.3
4070,1,1,2,4,1271,"Blossomville","Leaseflow",5.1
1930,4,1,2,1,1261,"Riverport","Rentopia",1.6
1960,1,1,6,1,1058,"Terranova","Rentopia",4.5
1690,3,1,2,1,1245,"Blossomville","Rentopia",1.1
2860,1,2,7,1,1495,"Riverport","Rentopia",1.6
1010,3,1,5,1,1121,"Blossomville","Rentopia",2.6
1880,3,2,3,4,778,"Blossomville","Rentopia",3.9
2300,1,3,3,1,1000,"Riverport","Rentopia",1.8
3720,1,1,1,1,2424,"Blossomville","Rentopia",3.2
1910,3,2,3,1,1249,"Blossomville","Leaseflow",2.2
2850,1,3,4,2,1200,"Terranova","Rentopia",6.6
2090,3,1,4,2,2286,"Terranova","Rentopia",13.2
255,4,2,5,1,662,"Terranova","Rentopia",2
1220,3,1,1,2,1076,"Riverport","Rentopia",9.3
2130,2,4,5,2,666,"Blossomville","Leaseflow",2.4
1660,3,1,3,1,1302,"Blossomville","Rentopia",1.8
2070,4,3,5,3,653,"Terranova","Leaseflow",2.9
3500,3,6,6,1,1644,"Riverport","Leaseflow",1.5
1120,1,1,2,1,1515,"Terranova","Rentopia",2.8
2770,1,1,6,3,674,"Terranova","Rentopia",9.9
1960,3,1,5,2,1901,"Blossomville","Leaseflow",4
1910,1,2,3,1,1044,"Terranova","Rentopia",6.4
1790,1,1,3,1,1164,"Riverport","Leaseflow",2.9
2020,3,1,5,1,675,"Blossomville","Rentopia",1.1
2040,4,1,2,1,1056,"Blossomville","Rentopia",3
2700,2,2,3,1,2019,"Riverport","Rentopia",3.1
2500,4,5,5,2,1507,"Blossomville","Leaseflow",1.5
1080,4,1,2,1,1417,"Terranova","Rentopia",2.4
3250,1,5,8,2,1676,"Riverport","Rentopia",7
2980,2,1,3,3,1285,"Blossomville","Rentopia",1.9
1110,3,1,5,2,1149,"Terranova","Rentopia",9.9
2300,4,6,10,1,1031,"Terranova","Rentopia",5.3
3400,2,3,4,1,600,"Riverport","Leaseflow",0.6
2480,1,2,3,1,678,"Blossomville","Rentopia",1.5
1750,1,1,1,1,1737,"Riverport","Leaseflow",3.5
1740,1,1,3,1,1298,"Terranova","Leaseflow",4.3
4070,2,2,3,4,780,"Riverport","Rentopia",1.4
3150,1,1,3,2,1235,"Riverport","Leaseflow",3
1630,3,1,2,1,666,"Terranova","Leaseflow",0.7
2360,1,2,4,1,1305,"Blossomville","Rentopia",8.2
1820,2,2,3,4,1276,"Riverport","Rentopia",13.6
4470,1,4,6,2,656,"Riverport","Rentopia",0.5
1140,4,1,2,1,1313,"Blossomville","Rentopia",8
2310,4,2,3,3,1022,"Blossomville","Leaseflow",1.7
1810,3,1,2,1,676,"Blossomville","Rentopia",3.7
4670,1,2,3,4,1252,"Terranova","Leaseflow",1.5
2780,3,2,2,3,909,"Riverport","Rentopia",10.5
2600,1,1,1,1,724,"Terranova","Rentopia",4.1
3690,1,2,3,2,2747,"Blossomville","Rentopia",2.5
1190,3,1,1,1,1541,"Terranova","Leaseflow",3.6
739,3,2,4,3,829,"Riverport","Rentopia",11.9
2090,4,1,3,4,1673,"Terranova","Rentopia",1.7
2020,3,1,2,2,2133,"Riverport","Rentopia",0.4
3900,1,3,5,4,953,"Blossomville","Leaseflow",6.3
1700,1,1,4,1,2036,"Terranova","Rentopia",3.6
1690,1,1,8,1,623,"Blossomville","Leaseflow",2.4
2030,2,1,2,1,1613,"Terranova","Leaseflow",6
2380,3,4,5,2,639,"Terranova","Rentopia",4.1
2460,1,1,1,3,684,"Riverport","Leaseflow",8.4
4550,1,1,1,4,971,"Riverport","Rentopia",1.3
1020,2,2,9,1,1230,"Terranova","Rentopia",4.9
2900,3,4,4,4,1680,"Blossomville","Leaseflow",3.5
1470,1,1,2,1,1020,"Terranova","Leaseflow",4.1
1070,1,2,4,1,978,"Riverport","Rentopia",4.4
2040,2,5,5,1,2058,"Blossomville","Rentopia",3.1
448,4,7,10,1,1508,"Riverport","Rentopia",4.1
2080,1,1,2,2,1238,"Blossomville","Rentopia",4.4
1770,1,1,5,1,652,"Blossomville","Rentopia",1
1480,4,2,4,1,891,"Terranova","Rentopia",4.9
1760,4,4,4,3,1254,"Riverport","Rentopia",4.9
1690,4,1,6,1,646,"Riverport","Rentopia",2.2
2400,4,2,9,1,1154,"Blossomville","Rentopia",1
1920,3,1,4,3,1951,"Riverport","Leaseflow",8.4
1780,3,5,8,1,1214,"Terranova","Rentopia",1.5
2710,1,2,4,1,1056,"Terranova","Leaseflow",2.7
732,3,2,4,1,1480,"Riverport","Rentopia",13.1
1850,1,7,9,1,1301,"Terranova","Rentopia",3.9
1900,3,1,2,1,657,"Blossomville","Leaseflow",0.8
2430,1,1,4,3,1444,"Terranova","Rentopia",0.9
2740,2,4,5,1,657,"Riverport","Rentopia",5.1
1410,3,2,5,1,623,"Blossomville","Leaseflow",4.2
2470,2,1,2,2,1172,"Terranova","Rentopia",3.7
2900,1,3,5,1,1132,"Riverport","Leaseflow",3.8
3510,1,1,3,3,2429,"Terranova","Leaseflow",3.1
2110,1,1,1,1,1257,"Blossomville","Rentopia",6
1920,4,1,2,1,1210,"Blossomville","Rentopia",4.2
2690,1,2,5,4,1162,"Terranova","Rentopia",6.9
2770,2,1,5,4,817,"Riverport","Rentopia",5.2
3780,1,2,2,4,1899,"Terranova","Rentopia",6.7
3720,1,4,9,3,1456,"Terranova","Rentopia",3.5
1330,2,2,3,2,640,"Terranova","Leaseflow",6
2470,2,1,1,1,1638,"Blossomville","Rentopia",5.6
3970,1,3,3,3,1248,"Blossomville","Rentopia",1.5
1840,4,3,4,1,1079,"Blossomville","Rentopia",0.4
1920,1,2,3,1,1175,"Riverport","Rentopia",7.7
2280,3,5,6,1,859,"Riverport","Rentopia",2.3
1460,1,2,2,1,588,"Blossomville","Leaseflow",7.8
3400,1,1,3,4,2916,"Terranova","Rentopia",5.5
2120,4,1,6,2,2012,"Terranova","Leaseflow",1.3
1720,2,1,1,1,1097,"Riverport","Rentopia",6.3
4360,1,1,3,3,2676,"Blossomville","Rentopia",2.2
5100,1,2,4,4,2242,"Terranova","Rentopia",1.9
3440,1,4,4,4,628,"Riverport","Rentopia",3.4
1880,3,3,3,1,659,"Riverport","Leaseflow",4.3
1950,4,2,2,1,505,"Riverport","Rentopia",4.2
2040,1,2,4,1,2071,"Blossomville","Rentopia",6.4
1850,4,1,2,1,655,"Blossomville","Leaseflow",1.4
523,3,1,2,1,857,"Blossomville","Leaseflow",11.1
1530,1,1,2,1,940,"Blossomville","Rentopia",3.1
2010,4,1,3,1,884,"Terranova","Rentopia",2.6
2350,4,2,4,1,1610,"Blossomville","Leaseflow",2.3
3360,1,4,4,2,1028,"Riverport","Rentopia",5.2
2940,1,1,1,1,1873,"Terranova","Leaseflow",2.9
2160,3,3,5,3,1736,"Blossomville","Rentopia",3
2120,2,5,6,2,674,"Riverport","Leaseflow",4.8
1850,1,1,3,1,1041,"Blossomville","Rentopia",3.1
3260,1,7,7,1,1439,"Riverport","Leaseflow",4.1
4180,1,1,4,4,1027,"Blossomville","Leaseflow",4
1740,4,1,1,1,1800,"Riverport","Leaseflow",3.6
1650,1,1,2,1,1102,"Riverport","Rentopia",2.1
2970,1,3,8,1,2169,"Blossomville","Leaseflow",2.5
3320,1,1,4,3,1033,"Riverport","Rentopia",0.4
2040,4,2,3,2,1487,"Blossomville","Rentopia",5.9
1320,4,7,8,1,1634,"Riverport","Rentopia",9.3
1350,3,3,4,1,1490,"Terranova","Rentopia",2.3
1880,4,2,3,2,1410,"Riverport","Rentopia",3.7
1830,3,1,4,1,1150,"Blossomville","Leaseflow",3.7
3460,1,1,3,2,1658,"Riverport","Rentopia",5.3
4000,1,5,7,4,1202,"Terranova","Rentopia",6
1670,4,1,1,4,597,"Blossomville","Rentopia",6.5
2040,1,1,2,1,1274,"Blossomville","Leaseflow",1.7
3930,1,2,4,3,707,"Riverport","Rentopia",6.7
2670,2,5,5,1,2002,"Riverport","Rentopia",4
448,4,1,3,1,1445,"Riverport","Leaseflow",8.4
1970,3,2,4,2,1122,"Terranova","Leaseflow",2.1
3440,1,1,2,2,1234,"Riverport","Rentopia",4.1
1570,2,1,2,1,1843,"Blossomville","Leaseflow",1.9
4220,1,2,2,4,656,"Blossomville","Rentopia",4.1
1430,4,2,5,1,735,"Terranova","Rentopia",2.2
3120,1,1,1,1,1514,"Riverport","Leaseflow",6.8
1590,4,6,10,2,1322,"Blossomville","Rentopia",5.9
2740,1,1,1,1,2202,"Blossomville","Rentopia",0.7
3130,1,1,2,2,1174,"Terranova","Leaseflow",3.7
1310,4,1,3,1,1579,"Blossomville","Leaseflow",6.5
2940,1,4,4,1,1922,"Blossomville","Rentopia",0.6
2670,1,4,5,1,2943,"Riverport","Rentopia",3.5
1770,3,1,3,1,1344,"Terranova","Leaseflow",9
1750,2,2,4,1,2259,"Riverport","Rentopia",7.7
1640,1,1,2,1,1613,"Blossomville","Rentopia",1.1
2530,2,7,8,1,1824,"Terranova","Leaseflow",2.7
1970,4,3,5,1,1310,"Blossomville","Leaseflow",1.6
2430,1,2,4,1,718,"Terranova","Rentopia",3.7
2020,1,2,2,2,1886,"Terranova","Rentopia",3
2220,1,3,5,1,1404,"Blossomville","Rentopia",4.4
2690,3,1,2,1,2861,"Riverport","Rentopia",4.4
3540,1,2,3,3,977,"Blossomville","Leaseflow",3.6
1070,1,1,2,1,657,"Terranova","Leaseflow",3
2390,2,1,2,2,1207,"Blossomville","Rentopia",2.9
695,2,2,5,1,634,"Terranova","Rentopia",3.9
1980,1,4,9,1,1010,"Riverport","Rentopia",0.6
2650,4,2,2,1,964,"Blossomville","Leaseflow",2.6
2510,1,1,2,1,997,"Riverport","Leaseflow",4.3
1380,3,1,1,1,1200,"Terranova","Leaseflow",6.8
2520,4,3,5,2,873,"Riverport","Leaseflow",4
3040,1,8,9,1,1409,"Terranova","Rentopia",2.1
2470,4,7,7,1,668,"Blossomville","Rentopia",0
2040,2,2,4,1,781,"Terranova","Rentopia",6.9
3250,1,1,2,4,1408,"Blossomville","Leaseflow",13.7
1700,2,3,5,1,1177,"Terranova","Leaseflow",1.7
4460,1,9,9,4,945,"Blossomville","Rentopia",5.4
1080,4,1,2,1,2130,"Terranova","Rentopia",1.4
1800,4,3,4,3,663,"Terranova","Leaseflow",2.4
1370,3,3,3,1,723,"Terranova","Rentopia",5.6
5510,1,1,2,4,1807,"Blossomville","Leaseflow",2.4
4570,1,1,2,3,640,"Riverport","Rentopia",1.1
2030,1,3,6,2,847,"Terranova","Rentopia",2.7
3410,1,1,4,4,912,"Terranova","Rentopia",7.6
701,2,1,2,2,1293,"Terranova","Rentopia",1.3
932,2,3,3,2,1256,"Terranova","Rentopia",15.1
2690,1,2,6,1,1255,"Blossomville","Rentopia",3.6
2220,1,1,2,1,634,"Terranova","Rentopia",0.9
1180,4,1,6,1,1122,"Terranova","Rentopia",3.1
1650,4,3,4,2,1170,"Terranova","Leaseflow",6
4700,1,2,3,4,708,"Terranova","Leaseflow",3.6
2450,1,1,2,1,2499,"Blossomville","Rentopia",3.6
1780,1,4,5,2,651,"Terranova","Leaseflow",1
1730,4,1,2,1,1413,"Blossomville","Rentopia",0.7
950,4,3,4,1,1790,"Riverport","Rentopia",5.6
1520,1,1,2,1,2158,"Terranova","Leaseflow",7.7
2980,1,1,3,1,1640,"Blossomville","Rentopia",0.4
3640,1,1,3,2,1255,"Terranova","Rentopia",5
2520,1,5,6,1,2756,"Riverport","Rentopia",6.5
1200,3,2,4,1,628,"Blossomville","Leaseflow",5.3
1500,3,3,4,1,2005,"Blossomville","Leaseflow",2.8
1210,4,1,5,1,1241,"Blossomville","Rentopia",1.8
3110,1,4,4,2,2195,"Terranova","Rentopia",9.3
1420,2,2,2,2,1024,"Terranova","Rentopia",6.5
1080,4,1,2,1,628,"Riverport","Leaseflow",3.6
4170,2,1,2,3,604,"Riverport","Rentopia",1.3
2350,4,4,5,1,536,"Riverport","Rentopia",5.5
937,1,3,4,1,1124,"Terranova","Rentopia",9
1840,3,3,5,1,1771,"Terranova","Rentopia",1.9
2890,2,1,4,1,1262,"Riverport","Leaseflow",1
2930,3,1,1,3,638,"Riverport","Rentopia",2.5
3390,1,3,5,3,910,"Riverport","Rentopia",0.2
